index,amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
975,"$75,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics,Program support,Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States",Texas State University,"San Marcos, TX United States",To promote excellence in journalism education by supporting the expansion of a,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
976,"$75,000",2019,,1 year,,"Media access and policy; Media access and policy, general; Journalism, news and information; Journalism education",Not Specified,Program support; Advocacy; Public engagement and education,Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States",Mlrc Institute,"New York City, NY United States",To promote media law literacy among journalists and journalism organizations by,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
977,"$75,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Leadership and professional development; Program support,Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States",Radio & Television News Directors Foundation,"Washington, DC United States",To advance excellence in local journalism by providing training in two areas: newsroom leadership and safety,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
978,"$75,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Age groups; Ethnic and racial groups,Program support; Public engagement and education,Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States",CalMatters,"Sacramento, CA United States","To design and implement a california statewide news network that will share local content among, and",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
979,"$75,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Ex-offenders; Offenders,Not Specified,Cash grants,Maverick Capital Foundation,"Dallas, TX United States",MARSHALL PROJECT INC,"New York City, NY United States",Social services,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
980,"$75,000",2019,Protect & Restore Coastal Wetlands in Mississippi River Delta,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults,Program support,Cash grants,MCKNIGHT FOUNDATION,"Minneapolis, MN United States",INSTITUTE FOR JOURNALISM & NATURAL RESOURCES,"Madison, WI United States",To train up to 18 journalists and improve media coverage of the Mississippi Delta/Gulf Coast,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
981,"$75,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",Academics,Scholarships; Outreach,Cash grants,Richard and Mary Arden Foundation Trust,"Detroit, MI United States",Fordham University,"Bronx, NY United States",Scholarship in communications and media,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
982,"$75,000",2019,Civic Literacy and Engagement,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,Public engagement and education,Cash grants,Rita Allen Foundation,"Princeton, NJ United States",Trustees of the University of Pennsylvania - Annenberg Public Policy Center,"Philadelphia, PA United States",Science Media Monitor,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
983,"$75,000",2019,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Robert R Mccormick Foundation,"Chicago, IL United States","Committee to Protect Journalists, Inc.","New York City, NY United States",For general operating support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
984,"$75,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,San Francisco Foundation,"San Francisco, CA United States",American Governance Foundation Inc,"San Francisco, CA United States",For general support.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
985,"$75,000",2019,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",Not Specified,General support; Advocacy,Cash grants,Seattle Foundation,"Seattle, WA United States","Grist Magazine, Inc.","Seattle, WA United States",to provide general support.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
986,"$75,000",2019,Printing and Publishing,1 year,,"Journalism, news and information; Investigative journalism",Ex-offenders; Offenders,Not Specified,Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",MARSHALL PROJECT INC,"New York City, NY United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
987,"$75,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,The Caswell Jin Foundation,"Wilmington, DE United States",Civic News Company,"New York City, NY United States",Growth Fund,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
988,"$75,000",2019,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support; Sponsorships,Cash grants,The Charles Butt Foundation,"San Antonio, TX United States",TEXAS TRIBUNE INC,"Austin, TX United States",General operating support sponsorship,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
989,"$75,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,The David and June Trone Family Foundation,"Bethesda, MD United States",Maryland Matters Inc,"Takoma Park, MD United States",General Contribution,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
990,"$75,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,The George and Judy Marcus Family,"Palo Alto, CA United States",Washington Monthly Institute,"Washington, DC United States",Charity,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
991,"$75,000",2019,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,The Hassenfeld Family Foundation,"Providence, RI United States",Hummel Report,"Providence, RI United States",Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
992,"$75,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Researchers,Program support,Cash grants,The Kendeda Fund,"Wilmington, DE United States",Kennesaw State University Research and Service Foundation Inc,"Kennesaw, GA United States",Center for sustainable journalism and its expanding coverage of gun violence program,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
993,"$75,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Ex-offenders; Offenders,Not Specified,Cash grants,The Margaret and Daniel Loeb Foundation,"New York City, NY United States",MARSHALL PROJECT INC,"New York City, NY United States",Charitable,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
994,"$75,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults; Ethnic and racial groups; Low-income people,General support,Cash grants,The Moses Feldman Family Foundation,"Bethesda, MD United States","Southern Poverty Law Center, Inc.","Montgomery, AL United States",Big Data and General Operating,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
