index,amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
1297,"$90,900",2022,,1 year,,"Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Vanguard Charitable,"Malvern, PA United States","NEW ENGLAND PUBLIC MEDIA, INC.","Springfield, MA United States",For recipient's exempt purpose,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1298,"$90,000",2022,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,General support,Cash grants,Armstrong Angel Foundation,"Riverside, CT United States",International Documentary Association,"Los Angeles, CA United States",GENERAL PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1299,"$90,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Artists and performers; Children and youth; Economically disadvantaged people,Program support,Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States",CATCHLIGHT,"San Francisco, CA United States","TO LAUNCH A STATEWIDE, SHARED VISUAL JOURNALISM RESOURCE HUB FOR UNDER-RESOURCED, LOCAL NEWSROOMS IN CALIFORNIA, INCLUDING TWO KNIGHT CITIES, SAN JOSE AND LONG BEACH, AND EXPERIMENT WITH EARNED REVENUE MODELS.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1300,"$90,000",2022,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",Not Specified,Not Specified,Cash grants,Seattle Foundation,"Seattle, WA United States","Grist Magazine, Inc.","Seattle, WA United States",Uproot,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1301,"$90,000",2022,,1 year,,"Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Adults; Indigenous peoples; Immigrants and migrants; Economically disadvantaged people; Incarcerated people,Not Specified,Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",Nebraska Journalism Trust,"Omaha, NE United States",Community Development,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1302,"$90,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Children and youth; Students,Not Specified,Cash grants,The James B McClatchy Foundation,"Sacramento, CA United States",EDSOURCE INC,"Oakland, CA United States",LIFT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1303,"$88,500",2022,,1 year,,"Media Content and Platforms; Television; Radio; Web-based media; Print; Mobile media; Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups; Families; Caregivers; Farmers; Military personnel; Retired people; Veterans; Parents; Non-adult children,General support,Cash grants,"Sioux Falls Area Community Foundation, Inc.","Sioux Falls, SD United States",South Dakota News Watch,"Sioux Falls, SD United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1304,"$87,469",2022,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,General support,Cash grants,American Online Giving Foundation Inc,"Newark, DE United States",International Documentary Association,"Los Angeles, CA United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1305,"$87,000",2022,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,Not Specified,Cash grants,National Philanthropic Trust,"Jenkintown, PA United States",International Documentary Association,"Los Angeles, CA United States",CULTURE & ARTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1306,"$87,000",2022,,1 year,Journalism,"Journalism, news and information; Journalism, news, and information, general",Academics,Fellowships,Cash grants,Open Society Foundation,"New York City, NY United States",The George Washington University,"Washington, D.C., DC United States","To support the Institute for European, Russian and Eurasian Studies' fellowship to one Eurasia journalist that will receive professional development and training in order to build up their public policy expertise, research ability, and communications skills",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1307,"$86,100",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,Schwab Charitable Fund,"Lone Tree, CO United States",America First Policy Institute,"Arlington, VA United States",EDUCATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1308,"$85,756",2022,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",Adults,Not Specified,Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States","Cincinnati Public Radio, Inc.","Cincinnati, OH United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1309,"$85,000",2022,Democracy and Media,1 year,General Support,"Media access and policy; Media democracy; Journalism, news and information; Citizen journalism",Not Specified,General support,Cash grants,Wallace Global Fund II,"Washington, DC United States",Center for Media and Democracy Inc,"Madison, WI United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1310,"$85,000",2022,Global Development,1 year,"University of the Witwatersrand, Johannesburg","Journalism, news and information; Investigative journalism",Not Specified,Network-building and collaboration; Program support,Cash grants,BILL & MELINDA GATES FOUNDATION,"Seattle, WA United States","University of Witwatersrand, Johannesburg","Johannesburg, South Africa",to support a track dedicated to health and development at the Africa Investigative Journalism Conference 2022,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1311,"$85,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Constituency journalism",Age groups; Ethnic and racial groups,Online media; Publications; Capacity-building and technical assistance,Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States",The Salt Lake Tribune Inc,"Salt Lake City, UT United States","TO CREATE AN ONLINE, INTERACTIVE PLAYBOOK WITH BEST PRACTICES FOR HOW TO EXECUTE AND SUSTAIN THE TRANSITION FROM A LEGACY PRINT NEWSPAPER TO A NONPROFIT NEWS ORGANIZATION.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1312,"$85,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,"Policy, advocacy and systems reform; Public engagement and education",Cash grants,Luminate Foundation Inc,"Washington, DC United States",Disclose,"Le Pré-Saint-Gervais, France",To promote investigative journalism via a media outlet & NGO.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1313,"$85,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,Marty and Dorothy Silverman Foundation,"New York City, NY United States","National Public Radio, Inc.","Washington, DC United States",GENERAL DONATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1314,"$85,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Moriah Fund Inc,"New York City, NY United States",Civic News Company,"New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1315,"$85,000",2022,Sustainable Development Program Director,1 year,,"Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support; Faculty and staff development,Cash grants,"Rockefeller Brothers Fund, Inc.","New York City, NY United States",openDemocracy Limited,"London, United Kingdom",For environmental journalism,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1316,"$85,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults,Not Specified,Cash grants,The Myrin Institute Inc,"Great Barrington, MA United States",Orion Society,"Northampton, MA United States",Environmental Magazine,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1317,"$85,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,The Scripps Howard Foundation,"Cincinnati, OH United States",Columbia University,"New York City, NY United States",Journalism Grant - Covering Religion Program,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1318,"$84,250",2022,,1 year,,"Journalism, news and information; Advocacy journalism",Not Specified,"Policy, advocacy and systems reform",Cash grants,National Philanthropic Trust,"Jenkintown, PA United States",National Review Institute,"New York City, NY United States","PUBLIC, SOCIETAL BENEFIT",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1319,"$84,115",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,American Endowment Foundation,"Hudson, OH United States","National Public Radio, Inc.","Washington, DC United States","ARTS, CULTURE",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1320,"$82,000",2022,,1 year,,"Journalism, news and information; Journalism education",Academics,Program support,Cash grants,The Lenfest Institute for Journalism Special Asset Fund of Tpf,"Philadelphia, PA United States",CRAIG NEWMARK GRADUATE SCHOOL OF JOURNALISM CUNY FOUNDATION INC,"New York City, NY United States","(T) = $82,000.00",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1321,"$81,550",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Ethics and accountability,Cash grants,Vanguard Charitable,"Malvern, PA United States",Center for Public Integrity,"Washington, DC United States",For recipient's exempt purpose,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
1322,"$81,000",2022,,1 year and 4 months,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Recordings and broadcasts; Public engagement and education; Program support,Cash grants,The Annie E. Casey Foundation,"Baltimore, MD United States",Baltimore Public Media Corporation,"Baltimore, MD United States",Support Your Public Radio in reporting stories on older youth and young adults in Baltimore as part of the Baltimore News Collaborative,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
