amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism; Journalism education",POPULATION SERVED: Academics,SUPPORT STRATEGY: Fellowships; Outreach,TRANSACTION TYPE: Cash grants,The Annie E. Casey Foundation,"Baltimore, MD United States",University of Southern California,"Los Angeles, CA United States",Support child health/well-being journalists completing fellowship program,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,PROGRAM AREA: Public Educational Media,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Students,SUPPORT STRATEGY: Presentations and productions; Public engagement and education; Program support,TRANSACTION TYPE: Cash grants,The Arthur Vining Davis Foundations,"PONTE VEDRA BEACH, FL United States",Greater Washington Educational Telecommunications Association Inc,"Arlington, VA United States","To expand the PBS Newshour Extra, a student and teacher engagement program as part of the “learning in a Pandemic” initiative",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,PROGRAM AREA: Astrophysics,GRANT DURATION: 2 years,,"SUBJECT:Telecommunications infrastructure; Telecommunications; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Individual development; Fellowships; Network-building and collaboration; Program support; Research,TRANSACTION TYPE: Cash grants,The Brinson Foundation,"Chicago, IL United States",Lsst Inc,"Tucson, AZ United States",Data Science Fellowship Program,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Economically disadvantaged people; Ethnic and racial groups,SUPPORT STRATEGY: General support; Equal access,TRANSACTION TYPE: Cash grants,THE CALIFORNIA WELLNESS FOUNDATION,"Los Angeles, CA United States",Fresnoland Media,"Fresno, CA United States","FOR CORE OPERATING SUPPORT TO FUND INDEPENDENT RESEARCH AND POLICY JOURNALISM THAT SUPPORTS CIVIC ENGAGEMENT, GOOD GOVERNMENT, AND LOCAL POLICIES THAT ADVANCE HEALTH EQUITY AND CREATE A BETTER POST-COVID FRESNO REGION.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Adults; At-risk youth; Economically disadvantaged people; Immigrants and migrants; Activists; Farmers; Families,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Elizabeth R & William J Patterson Foundation,"Ross, CA United States",Civil Eats,"Burlington, MA United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Heinz Endowments,"Pittsburgh, PA United States",The Lenfest Institute for Journalism,"Philadelphia, PA United States",To support Spotlight PA for one year,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,PROGRAM AREA: Community and Opportunity,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Heising-Simons Foundation,"Los Altos, CA United States",Anonymous Individual(s),United States,For the 2021 American Mosaic Journalism Prize,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,PROGRAM AREA: Community and Opportunity,GRANT DURATION: 2 years,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adolescents; Young adults; Women and girls; Ethnic and racial groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Heising-Simons Foundation,"Los Altos, CA United States",Emma Bowen Foundation,"KATONAH, NY United States",For general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,PROGRAM AREA: Environmental & Climate Justice > Environmental Justice (Primary),GRANT DURATION: 2 years,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Adolescents; Young adults; Older adults; Ethnic and racial groups; Activists,"SUPPORT STRATEGY: Program support; Policy, advocacy and systems reform",TRANSACTION TYPE: Cash grants,The Libra Foundation,"San Francisco, CA United States","Grist Magazine, Inc.","Seattle, WA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 2 years,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Artists and performers,SUPPORT STRATEGY: Publications; Program support,TRANSACTION TYPE: Cash grants,The Morton K and Jane Blaustein Foundation Inc,"Baltimore, MD United States",Type Media Center,"New York City, NY United States",Renewed support for Type Investigations to facilitate the development and publication of socially significant reporting with an emphasis on human and civil rights,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Rogovy Foundation,"Wilmington, DE United States",The Center for Investigative Reporting,"Emeryville, CA United States",The Grab Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Adults; Families; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; At-risk youth; Farmers; Activists,SUPPORT STRATEGY: Equal access; Advocacy,TRANSACTION TYPE: Cash grants,The Schmidt Family Foundation,"Palo Alto, CA United States",Civil Eats,"Burlington, MA United States",Working towards a resilient and equitable food system,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Schmidt Family Foundation,"Palo Alto, CA United States",Capital & Main,"Los Angeles, CA United States",Encouraging a just transition away from fossil fuels,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Equal access; Advocacy,TRANSACTION TYPE: Cash grants,The Schmidt Family Foundation,"Palo Alto, CA United States",Western Iowa Journalism Foundation,"Breda, IA United States",Working towards a resilient and equitable food system,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Researchers,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Tow Foundation Inc,"New Canaan, CT United States",Kennesaw State University Research and Service Foundation Inc,"Kennesaw, GA United States",THE YOUTH JUSTICE NEW YORK METRO BUREAU AT THE CRAIG NEWMARK GRADUATE SCHOOL OF JOURNALISM AT CUNY (NEWMARK J SCHOOL),http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,PROGRAM AREA: Economy and Society,GRANT DURATION: 9 months,GRANT TITLE: for general supporting support,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The William & Flora Hewlett Foundation,"Menlo Park, CA United States",THE AMERICAN PROSPECT,"Washington, DC United States","The American Prospect journal connects progressive policy to viable majority politics. A core Prospect goal is to educate the broad public on the need for a regulated capitalism that looks beyond flawed and corruptible private markets to a democratically governed economy with vibrant public institutions. The Prospect, now in its 32nd year, publishes journalists who go beyond daily headlines and scholars who can write for broad audiences. It is noted for ?explainer? pieces that deeply probe how corrupted private and public systems function, and offer remedies. Besides print six times yearly, the magazine?s website publishes several original articles every day. The Prospect sponsors a young writers fellowship, and has launched the careers of many of America?s leading public affairs journalists.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,PROGRAM AREA: Education,GRANT DURATION: 1 year and 6 months,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Public engagement and education; Systems reform,TRANSACTION TYPE: Cash grants,Tinker Foundation Inc.,"New York City, NY United States",Fundacion Gabriel Garcia Marquez Para El Nuevo Periodismo Iberoamericano,"Cartagena, Colombia",Support Latin American journalists to inform the public on pressing education issues in the wake of the pandemic ,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Ex-offenders; Offenders,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Tulsa Community Foundation,"Tulsa, OK United States",MARSHALL PROJECT INC,"New York City, NY United States",GENERAL OPERATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Ethnic and racial groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Unite America Institute Inc,"Denver, CO United States",ISSUE ONE,"Washington, DC United States",FOR GENERAL OPERATING SUPPORT.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Adults; At-risk youth; Economically disadvantaged people; Immigrants and migrants; Activists; Farmers; Families,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Vanguard Charitable,"Malvern, PA United States",Civil Eats,"Burlington, MA United States",FOR RECIPIENT'S EXEM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; Network-building and collaboration,TRANSACTION TYPE: Cash grants,Walton Family Foundation,"Bentonville, AR United States",The Miami Foundation,"Miami, FL United States","To support NewsMatch, a national matching gifts program designed to strengthen sustainability, expand community access to trustworthy news and information, and promote giving to journalism among U.S. donors.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: American Indians,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Walton Family Foundation,"Bentonville, AR United States",Native American Journalists Association,"Norman, OK United States","To support the Red Press Initiative in measuring journalistic freedom within Native America and developing training, resources and education for outlets serving tribal communities.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $100,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: Public engagement and education,TRANSACTION TYPE: Cash grants,William Penn Foundation,"Philadelphia, PA United States",WHYY INC,"Philadelphia, PA United States",2021 WATERSHED NEWS STORIES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $99,500",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Ex-offenders; Offenders,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Schwab Charitable Fund,"Lone Tree, CO United States",MARSHALL PROJECT INC,"New York City, NY United States","PUBLIC, SOCIETAL BENEFIT",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
