amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $350,000",FISCAL YEAR: 2023,PROGRAM AREA: On Nigeria,GRANT DURATION: 1 year and 6 months,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,John D. and Catherine T. MacArthur Foundation,"Chicago, IL United States",Signature Development and Media Foundation,"Mamman, Nigeria",to strengthen accountability through investigative and data-driven journalism in local languages.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $350,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Laura and John Arnold Foundation,"HOUSTON, TX United States",Investigative Reporters and Editors Inc,"Columbia, MO United States",To provide general operating support,https://www.arnoldventures.org/grants-search?years=2023
"TOTAL AMOUNT:  $350,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Systems reform; Program support,TRANSACTION TYPE: Cash grants,Laura and John Arnold Foundation,"HOUSTON, TX United States",Research Foundation of the City University of New York,"New York City, NY United States",To promote data-driven prosecution reform and safely reduce the imprint of the criminal justice system,https://www.arnoldventures.org/grants-search?years=2023
"TOTAL AMOUNT:  $350,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,National Philanthropic Trust,"Jenkintown, PA United States",Wassmuth Center for Human Rights Home of the Anne Frank Memorial,"Boise, ID United States","PUBLIC, SOCIETAL BENEFIT",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $350,000",FISCAL YEAR: 2023,PROGRAM AREA: Media,GRANT DURATION: 1 year,,"SUBJECT:Telecommunications infrastructure; Internet access; Media access and policy; Media democracy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Low-income people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Park Foundation Inc,"Ithaca, NY United States",Free Press,"Washington, DC United States",General operating support,https://www.parkfoundation.org/grants/grants-database
"TOTAL AMOUNT:  $350,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",POPULATION SERVED: Ex-offenders; Offenders,SUPPORT STRATEGY: Recordings and broadcasts; Program support,TRANSACTION TYPE: Cash grants,Public Welfare Foundation,"Washington, DC United States",MARSHALL PROJECT INC,"New York City, NY United States",Support for a Marshall Project newsroom in Jackson to expand local reporting on criminal justice.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $350,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,"SUPPORT STRATEGY: Public engagement and education; Program support; Policy, advocacy and systems reform",TRANSACTION TYPE: Cash grants,Real Clear Foundation,"Northbrook, IL United States",Donors Trust Inc,"Alexandria, VA United States",TO SUPPORT RESPONSIBLE JOURNALISM WITH THE INTEREST OF EDUCATING THE PUBLIC.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $350,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Incarcerated people; Economically disadvantaged people; Activists; Academics,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",The Appeal,"Landers, CA United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $350,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Incarcerated people; Economically disadvantaged people; Activists; Academics,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",The Appeal,"Landers, CA United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $350,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Incarcerated people; Economically disadvantaged people; Activists; Academics,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",The Appeal,"Landers, CA United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $350,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Incarcerated people; Economically disadvantaged people; Activists; Academics,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",The Appeal,"Landers, CA United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $350,000",FISCAL YEAR: 2023,PROGRAM AREA: Data as a Public Good,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Ethnic and racial groups; Women and girls; Undocumented immigrants; Victims of crime and abuse,SUPPORT STRATEGY: Data and measurement systems,TRANSACTION TYPE: Cash grants,The Patrick J Mcgovern Foundation Inc,"Boston, MA United States",Polaris Project,"Washington, DC United States","to advance Polaris' capacity to produce timely, accurate, and relevant data for the anti-trafficking field",https://www.mcgovern.org/grants/
"TOTAL AMOUNT:  $350,000",FISCAL YEAR: 2023,,GRANT DURATION: 5 years,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media access and policy, general; Journalism, news and information; Constituency journalism",POPULATION SERVED: LGBTQ people,SUPPORT STRATEGY: Program support; Public engagement and education,TRANSACTION TYPE: Cash grants,William T. Grant Foundation,"New York City, NY United States",Northwestern University,"Evanston, IL United States",Cisinformed: Misinformation and the Media War on Transgender Youth,https://wtgrantfoundation.org/the-library/
"TOTAL AMOUNT:  $349,559",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Ronald P and Susan E Lynch Foundation C/o Milton Kain,"New York City, NY United States",Cornell University,"Ithaca, NY United States",SUPPORT ORGANIZATION'S PROGRAMS & ACTIVITIES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $338,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Victims of crime and abuse,SUPPORT STRATEGY: Equal access; Program support,TRANSACTION TYPE: Cash grants,California Physicians' Service Foundation DBA Blue Shield of California Foundation,"San Francisco, CA United States",American Pharmacists Association Academy of Student Pharmacists,"Los Angeles, CA United States",CALIFORNIA HEALTH EQUITY AND DOMESTIC VIOLENCE JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $334,800",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Constituency journalism",POPULATION SERVED: Incarcerated people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Reva and David Logan Foundation,"Chicago, IL United States",San Quentin News,"San Quentin, CA United States",General Operating Support,https://loganfdn.org/grants/
"TOTAL AMOUNT:  $333,590",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Ethnic and racial groups,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",CalMatters,"Sacramento, CA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $333,333",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,"SUPPORT STRATEGY: Policy, advocacy and systems reform; Program support",TRANSACTION TYPE: Cash grants,Informing America Foundation,"WASHINGTON, DC United States",Concerned Communities for America Inc,"Washington, DC United States",PRODUCE MEDIA TO FOCUS ON PUBLIC-INTEREST POLICY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $333,333",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults,"SUPPORT STRATEGY: Policy, advocacy and systems reform; Program support",TRANSACTION TYPE: Cash grants,Informing America Foundation,"WASHINGTON, DC United States",Accuracy in Media Inc,"Washington, DC United States",PRODUCE MEDIA TO FOCUS ON PUBLIC-INTEREST POLICY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $330,800",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",Investigative Reporters and Editors Inc,"Columbia, MO United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $325,000",FISCAL YEAR: 2023,PROGRAM AREA: Pivotal Place: Central America,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Low-income people,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,"Rockefeller Brothers Fund, Inc.","New York City, NY United States",Seattle International Foundation,"Seattle, WA United States",For its Independent Journalism Fund,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $323,365",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",CONNECTICUT NEWS PROJECT INC,"Hartford, CT United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $322,450",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Corporation for Public Broadcasting,"Washington, DC United States",COMMUNITY RADIO FOR NORTHERN COLORADO,"Greeley, CO United States",RCSG,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
