amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $125,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,"SUPPORT STRATEGY: Program support; Policy, advocacy and systems reform",TRANSACTION TYPE: Cash grants,The Schmidt Family Foundation,"Palo Alto, CA United States",Capital & Main,"Los Angeles, CA United States",Encouraging a just transition away from fossil fuels,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $125,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: People with intellectual disabilities; People with psychosocial disabilities,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,United Way of St Charles,"Boutte, LA United States","The Arc of St. Charles, Inc.","Boutte, LA United States",See attached.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $125,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Wellspring Philanthropic Fund,"New York City, NY United States",The New Humanitarian,"Genève, Switzerland",Operating support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $125,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Wem Foundation,"Minneapolis, MN United States",The Charlemagne Institute,"Bloomington, MN United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $124,823",FISCAL YEAR: 2020,PROGRAM AREA: Global Policy and Advocacy,GRANT DURATION: 1 year,GRANT TITLE: Philanthropy Europe Association,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Network-building and collaboration,TRANSACTION TYPE: Cash grants,BILL & MELINDA GATES FOUNDATION,"Seattle, WA United States",Philanthropy Europe Association,"Brussels, Belgium","to provide long-term, sustained support for the Journalism Funders Forum, a group of media funders, hosted and organized by the European Journalism Center",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $124,500",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Burton D Morgan Foundation Inc,"Hudson, OH United States",Ideastream,"Cleveland, OH United States","To support the creation of 35 Making It videos ($120,000), community meetings (up to $1,500), and presentations at conferences (up to $3,000) in fiscal years 2021 and 2022",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $122,964",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics; Adults; Children and youth; Economically disadvantaged people; Victims and oppressed people,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States",AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,"Washington, DC United States","TO ADVANCE SCIENTIFIC LITERACY AMONG LOCAL JOURNALISTS BY SUPPORTING SCILINES MATCHING SERVICE, WHICH CONNECTS JOURNALISTS WITH SCIENTIFIC EXPERTISE AND PROVIDES CONTEXTUAL INFORMATION ABOUT RAPIDLY EVOLVING HEALTH- AND SCIENCE-RELATED ISSUES.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $122,503",FISCAL YEAR: 2020,,GRANT DURATION: 2 years,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Continuing support; Program support,TRANSACTION TYPE: Cash grants,Democracy Fund Inc,"Washington, DC United States",Georgia News Lab,GA United States,"To support the investigative news collaborative, Georgia News Lab, a fiscally sponsored project of the Institute for Nonprofit News. The Lab works to sustain and diversify investigative newsrooms by training a new generation of diverse journalists across Georgia through high-impact partnerships with local newsrooms. Fiscal sponsor: Institute for Nonprofit News",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $121,892",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Colorado Gives Foundation (formerly Community First Foundation),"Arvada, CO United States",COMMUNITY RADIO FOR NORTHERN COLORADO,"Greeley, CO United States",GENERAL PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $121,030",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Researchers; Activists,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,"Washington, DC United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $120,000",FISCAL YEAR: 2020,PROGRAM AREA: Latin America Program,GRANT DURATION: 1 year and 3 months,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Foundation to Promote Open Society,"New York City, NY United States",Chicas Poderosas Inc,"Berkeley, CA United States","to establish a network of women’s-led and interdisciplinary teams with the goal of telling stories from underrepresented populations about the COVID-19 pandemic’s impact in Brazil, Colombia, Ecuador and Mexico through multimedia formats and collaborative journalism",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $120,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Hillman Family Foundations,"Pittsburgh, PA United States",University of Pittsburgh,"Pittsburgh, PA United States",COVID-19: WESTERN PA REGIONAL DATA CENTER,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $120,000",FISCAL YEAR: 2020,PROGRAM AREA: Peacebuilding & Conflict Transformation,GRANT DURATION: 1 year and 5 months,GRANT TITLE: Grounded Accountability Model Project,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Humanity United,"San Francisco, CA United States",Everyday Peace Indicators,"Arlington, VA United States","In support of the Grounded Accountability Model project to explore how the methodology rooted in locally led measurement can be adapted across a scale of users, use-cases and contexts.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $120,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism education",POPULATION SERVED: Academics,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States",The University of Texas at Austin,"Austin, TX United States",TO SUPPORT JOURNALISM EDUCATION AND TRAINING THROUGH ONLINE LEARNING COURSES AND PEER-TO-PEER LEARNING INITIATIVES TO HELP JOURNALISTS STAY UP TO DATE WITH THE TRANSFORMATIONAL CHANGES IN THE NEWS AND INFORMATION ECOSYSTEM.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $120,000",FISCAL YEAR: 2020,PROGRAM AREA: Latin America Program,GRANT DURATION: 1 year and 3 months,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Victims of disaster,SUPPORT STRATEGY: Presentations and productions; Public engagement and education; Advocacy; Program support,TRANSACTION TYPE: Cash grants,Open Society Action Fund,"New York City, NY United States",Prodavinci Digital,"Caracas, Venezuela",to produce journalistic and educational content of high standards and free access to help to mitigate the impact of coronavirus in the lives of Venezuelans,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $120,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Sarah Scaife Foundation Incorporated,"Pittsburgh, PA United States",The Charlemagne Institute,"Bloomington, MN United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $120,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,Sarah Scaife Foundation Incorporated,"Pittsburgh, PA United States",National Review Institute,"New York City, NY United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $120,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Ethnic and racial groups,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Society of Environmental Journalists,"Washington, DC United States",Guardian Org Foundation,"Washington, DC United States",COVERAGE PROJECT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $120,000",FISCAL YEAR: 2020,PROGRAM AREA: Beyond Current Program Structure,GRANT DURATION: 2 years,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Economically disadvantaged people; Young adults,SUPPORT STRATEGY: Publications; Public engagement and education; Equal access; Program support,TRANSACTION TYPE: Cash grants,The Ford Foundation,"New York City, NY United States",The Seagull Foundation for the Arts,"Kolkata, India","Tie-off core support for the Seagull School of Publishing to educate and train editors, book designers and publishing entrepreneurs, including those from underrepresented communities, in order to facilitate dialogue within a multicultural society",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $120,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Researchers; Activists,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Miami Foundation,"Miami, FL United States",REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,"Washington, DC United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $120,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Individual development; Scholarships,TRANSACTION TYPE: Cash grants,The Searle Freedom Trust C/o Kinship LLC,"Madison, WI United States",Student Free Press Association,"Hillsdale, MI United States",JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $115,375",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Web-based media; Mobile media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",CAPITAL PUBLIC RADIO INC,"Sacramento, CA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $115,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,SUBJECT:Investigative journalism; Advocacy journalism,POPULATION SERVED: Adults; Students,SUPPORT STRATEGY: Public engagement and education,TRANSACTION TYPE: Cash grants,California Health Care Foundation,"Oakland, CA United States",Center for Excellence in Health Care Journalism,"Columbia, MO United States",Support for health journalism 2020; mental & behavioral health resources for journalists,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $115,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media democracy; Journalism, news and information; Citizen journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Cloud Mountain Foundation C/o Wffa Pllc,"New York City, NY United States",Center for Media and Democracy Inc,"Madison, WI United States",NEWS AND INFORMATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $115,000",FISCAL YEAR: 2020,PROGRAM AREA: Eurasia Program,GRANT DURATION: 1 year and 1 month,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Foundation to Promote Open Society,"New York City, NY United States",Umbrella Journalists' International Network Ngo,"Yerevan, Armenia","to support production of independent, analytical journalism and increase awareness about violence and discrimination against women",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
