Foundation Name,EIN,Source,URL,State,Place-based,Geographic area(s) served,Subject area(s),Population(s) served,Year,Total revenue,Total expenses,Net income,Revenue source 1,Percent of total revenue 1,Revenue source 2,Percent of revenue 2,Revenue source 3,Percent of revenue 3,Other revenue sources,Percent of revenue other,Expense category 1,Proportion of total expenses 1,Expense category 2,Proportion of total expenses 2,Total assets,Total liabilities,Net assets,State_abbr,efile,ein,tax_pd,subseccd,s501c3or4947a1cd,schdbind,politicalactvtscd,lbbyingactvtscd,subjto6033cd,dnradvisedfundscd,prptyintrcvdcd,maintwrkofartcd,crcounselingqstncd,hldassetsintermpermcd,rptlndbldgeqptcd,rptinvstothsecd,rptinvstprgrelcd,rptothasstcd,rptothliabcd,sepcnsldtfinstmtcd,sepindaudfinstmtcd,inclinfinstmtcd,operateschools170cd,frgnofficecd,frgnrevexpnscd,frgngrntscd,frgnaggragrntscd,rptprofndrsngfeescd,rptincfnndrsngcd,rptincgamingcd,operatehosptlcd,hospaudfinstmtcd,rptgrntstogovtcd,rptgrntstoindvcd,rptyestocompnstncd,txexmptbndcd,invstproceedscd,maintescrwaccntcd,actonbehalfcd,engageexcessbnftcd,awarexcessbnftcd,loantofficercd,grantoofficercd,dirbusnreltdcd,fmlybusnreltdcd,servasofficercd,recvnoncashcd,recvartcd,ceaseoperationscd,sellorexchcd,ownsepentcd,reltdorgcd,intincntrlcd,orgtrnsfrcd,conduct5percentcd,compltschocd,f1096cnt,fw2gcnt,wthldngrulescd,noemplyeesw3cnt,filerqrdrtnscd,unrelbusinccd,filedf990tcd,frgnacctcd,prohibtdtxshltrcd,prtynotifyorgcd,filedf8886tcd,solicitcntrbcd,exprstmntcd,providegoodscd,notfydnrvalcd,filedf8282cd,f8282cnt,fndsrcvdcd,premiumspaidcd,filedf8899cd,filedf1098ccd,excbushldngscd,s4966distribcd,distribtodonorcd,initiationfees,grsrcptspublicuse,grsincmembers,grsincother,filedlieuf1041cd,txexmptint,qualhlthplncd,qualhlthreqmntn,qualhlthonhnd,rcvdpdtngcd,filedf720cd,totreprtabled,totcomprelatede,totestcompf,noindiv100kcnt,nocontractor100kcnt,totcntrbgfts,prgmservcode2acd,totrev2acola,prgmservcode2bcd,totrev2bcola,prgmservcode2ccd,totrev2ccola,prgmservcode2dcd,totrev2dcola,prgmservcode2ecd,totrev2ecola,totrev2fcola,totprgmrevnue,invstmntinc,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,rntlexpnsreal,rntlexpnsprsnl,rntlincreal,rntlincprsnl,netrntlinc,grsalesecur,grsalesothr,cstbasisecur,cstbasisothr,gnlsecur,gnlsothr,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,grsalesinvent,lesscstofgoods,netincsales,miscrev11acd,miscrevtota,miscrev11bcd,miscrevtot11b,miscrev11ccd,miscrevtot11c,miscrevtot11d,miscrevtot11e,totrevenue,grntstogovt,grnsttoindiv,grntstofrgngovt,benifitsmembrs,compnsatncurrofcr,compnsatnandothr,othrsalwages,pensionplancontrb,othremplyeebenef,payrolltx,feesforsrvcmgmt,legalfees,accntingfees,feesforsrvclobby,profndraising,feesforsrvcinvstmgmt,feesforsrvcothr,advrtpromo,officexpns,infotech,royaltsexpns,occupancy,travel,travelofpublicoffcl,converconventmtng,interestamt,pymtoaffiliates,deprcatndepletn,insurance,othrexpnsa,othrexpnsb,othrexpnsc,othrexpnsd,othrexpnse,othrexpnsf,totfuncexpns,nonintcashend,svngstempinvend,pldgegrntrcvblend,accntsrcvblend,currfrmrcvblend,rcvbldisqualend,notesloansrcvblend,invntriesalesend,prepaidexpnsend,lndbldgsequipend,invstmntsend,invstmntsothrend,invstmntsprgmend,intangibleassetsend,othrassetsend,totassetsend,accntspayableend,grntspayableend,deferedrevnuend,txexmptbndsend,escrwaccntliabend,paybletoffcrsend,secrdmrtgsend,unsecurednotesend,othrliabend,totliabend,unrstrctnetasstsend,temprstrctnetasstsend,permrstrctnetasstsend,capitalstktrstend,paidinsurplusend,retainedearnend,totnetassetend,totnetliabastend,nonpfrea,totnooforgscnt,totsupport,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,pubsuppsubtot170,exceeds2pct170,pubsupplesspct170,samepubsuppsubtot170,grsinc170,netincunreltd170,othrinc170,totsupp170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,grsrcptsactivities509,txrevnuelevied509,srvcsval509,pubsuppsubtot509,rcvdfrmdisqualsub509,exceeds1pct509,subtotpub509,pubsupplesub509,samepubsuppsubtot509,grsinc509,unreltxincls511tx509,subtotsuppinc509,netincunrelatd509,othrinc509,totsupp509
United Way of King County,910565555,RFA Community News Funds,https://www.uwkc.org,,,,,,2023.0,"108,002,071","115,807,218","-7,805,147",Contributions,0.99,Investment Income,0.008,Program Services,0.002,Sales of Assets,0.002,Other Salaries and Wages,0.116,Executive Compensation,0.006,"60,608,347","4,817,727","55,790,620",,E,910565555.0,202206.0,3.0,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,1869.0,0.0,Y,298.0,Y,N,N,N,N,N,N,N,N,Y,Y,N,0.0,N,N,N,N,N,N,N,0.0,0.0,0.0,0.0,N,0.0, ,0.0,0.0,N,N,1464447.0,0.0,134540.0,27.0,0.0,92033361.0,561000,132185.0,900099,83133.0,900099,2650.0,      ,0.0,      ,0.0,0.0,217968.0,142722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2049785.0,0.0,777176.0,0.0,1272609.0,0.0,1272609.0,22735.0,75969.0,-53234.0,0.0,0.0,0.0,0.0,0.0,0.0,900099,4300.0,      ,0.0,      ,0.0,0.0,4300.0,93617726.0,56365785.0,15874080.0,0.0,0.0,620390.0,0.0,12114162.0,315906.0,1306456.0,1082290.0,0.0,4520.0,91521.0,87500.0,0.0,37703.0,669344.0,705476.0,188234.0,477392.0,0.0,148344.0,185097.0,0.0,17521.0,0.0,625216.0,521388.0,83604.0,471971.0,226195.0,193500.0,101015.0,0.0,98238.0,92612848.0,0.0,7305815.0,34463596.0,3826410.0,0.0,0.0,0.0,2000.0,92258.0,6973669.0,6378646.0,13192277.0,0.0,0.0,345241.0,72579912.0,3272040.0,815035.0,3341460.0,0.0,2754623.0,0.0,0.0,0.0,11956.0,10195114.0,30340757.0,32044041.0,0.0,0.0,0.0,0.0,62384798.0,72579912.0,7,0.0,0.0,402800233.0,0.0,0.0,402800233.0,14406213.0,388394020.0,402800233.0,1543941.0,47303.0,132388.0,404523865.0,1124949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Piedmont Community Foundation,311742955,RFA Community News Funds,https://www.npcf.org,,,,,,2023.0,"5,035,447","2,994,544","2,040,903",Contributions,0.792,Investment Income,0.224,Other Revenue,0.004,,,Other Salaries and Wages,0.05,Executive Compensation,0.045,"37,997,336","1,149,707","36,847,659",,E,311742955.0,202306.0,3.0,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,9.0,0.0,Y,4.0,Y,N,N,N,N,N,N,N,N,N,N,N,0.0,N,N,N,N,N,N,N,0.0,0.0,0.0,0.0,N,0.0, ,0.0,0.0,N,N,133232.0,0.0,4027.0,1.0,0.0,3985776.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,0.0,1127941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7892411.0,0.0,7990681.0,0.0,-98270.0,0.0,-98270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900099,20000.0,      ,0.0,      ,0.0,0.0,20000.0,5035447.0,2302567.0,198600.0,0.0,0.0,136027.0,0.0,148371.0,0.0,4233.0,21713.0,43930.0,0.0,13400.0,0.0,0.0,0.0,49202.0,13086.0,15274.0,0.0,0.0,0.0,5791.0,0.0,0.0,0.0,0.0,0.0,7126.0,31919.0,1923.0,1382.0,0.0,0.0,0.0,2994544.0,303621.0,673366.0,0.0,0.0,0.0,0.0,0.0,0.0,9261.0,0.0,37011118.0,0.0,0.0,0.0,0.0,37997366.0,18400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131307.0,1149707.0,36639797.0,207862.0,0.0,0.0,0.0,0.0,36847659.0,37997366.0,8,0.0,0.0,15342428.0,0.0,0.0,15342428.0,4581858.0,10760570.0,15342428.0,3492175.0,0.0,100.0,18834703.0,57124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greater Green Bay Community Foundation,391699966,RFA Community News Funds,https://www.ggbcf.org,,,,,,2023.0,"19,336,393","37,771,644","-18,435,251",Contributions,0.849,Investment Income,0.204,Other Revenue,0.075,,,Other Salaries and Wages,0.019,Executive Compensation,0.009,"150,881,031","35,232,034","115,648,997",,E,391699966.0,202306.0,3.0,Y,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,25.0,0.0,N,14.0,Y,N,N,N,N,N,N,N,N,N,N,N,0.0,N,N,N,N,N,N,N,0.0,0.0,0.0,0.0,N,0.0, ,0.0,0.0,N,N,450043.0,0.0,39839.0,3.0,6.0,16425385.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,0.0,3944371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2484452.0,0.0,-2484452.0,0.0,-2484452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561000,1406752.0,      ,0.0,      ,0.0,44337.0,1451089.0,19336393.0,18047593.0,288504.0,0.0,0.0,358417.0,0.0,719359.0,0.0,57892.0,73100.0,0.0,425.0,20654.0,0.0,0.0,424973.0,0.0,51441.0,51848.0,192588.0,0.0,72011.0,2807.0,0.0,110107.0,0.0,0.0,176954.0,12411.0,15888040.0,1157073.0,24338.0,13062.0,0.0,28047.0,37771644.0,0.0,618326.0,1653471.0,0.0,0.0,0.0,0.0,0.0,36667.0,2283512.0,139043583.0,2210027.0,0.0,0.0,5035445.0,150881031.0,94880.0,0.0,0.0,0.0,35137154.0,0.0,0.0,0.0,0.0,35232034.0,109128047.0,6520950.0,0.0,0.0,0.0,0.0,115648997.0,150881031.0,7,0.0,0.0,176475735.0,0.0,0.0,176475735.0,82455367.0,94020368.0,176475735.0,26181676.0,0.0,0.0,202657411.0,7236950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Community Foundation for the Fox Valley Region,391548450,RFA Community News Funds,https://www.cffoxvalley.org,,,,,,2022.0,"46,500,809","37,931,392","8,569,417",Contributions,0.794,Investment Income,0.1,Sales of Assets,0.096,Program Services,0.01,Other Salaries and Wages,0.046,Executive Compensation,0.023,"441,252,982","70,265,882","370,987,100",,E,391548450.0,202212.0,3.0,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,48.0,0.0,N,49.0,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,0.0,N,N,N,N,N,N,N,0.0,0.0,0.0,0.0,N,0.0, ,0.0,0.0,N,N,775925.0,0.0,144861.0,4.0,5.0,36923487.0,561000,280387.0,561000,186542.0,      ,0.0,      ,0.0,      ,0.0,0.0,466929.0,4657198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134672282.0,0.0,130219087.0,0.0,4453195.0,0.0,4453195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,0.0,46500809.0,30412903.0,1249339.0,0.0,0.0,890135.0,0.0,1754602.0,52638.0,212422.0,182081.0,0.0,0.0,138409.0,0.0,0.0,1301785.0,652703.0,205770.0,137321.0,408080.0,0.0,62841.0,30811.0,0.0,10061.0,0.0,0.0,135791.0,66030.0,27670.0,0.0,0.0,0.0,0.0,0.0,37931392.0,6026668.0,22522.0,3635656.0,0.0,0.0,0.0,0.0,0.0,134308.0,1597010.0,195941374.0,233104146.0,0.0,0.0,791298.0,441252982.0,1171406.0,11059550.0,0.0,0.0,0.0,0.0,0.0,0.0,58034926.0,70265882.0,366687279.0,4299821.0,0.0,0.0,0.0,0.0,370987100.0,441252982.0,8,0.0,0.0,148117251.0,0.0,0.0,148117251.0,15506417.0,132610834.0,148117251.0,22798367.0,-42417.0,0.0,170873201.0,2118690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Wellness Foundation,954292101,RFA Community News Funds,https://www.calwellness.org,,,,,,2022.0,"78,770,548","73,097,281","5,673,267",Sales of Assets,0.825,Dividends,0.145,Other Income,0.028,Interest Revenue,0.002,Charitable Disbursements,0.952,Compensation of Officers,0.038,"1,019,736,613","14,784,026","1,004,952,587",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The California Endowment,954523232,RFA Community News Funds,https://www.calendow.org,,,,,,2023.0,"361,897,588","417,921,219","-56,023,631",Sales of Assets,0.824,Other Income,0.129,Dividends,0.045,Interest Revenue,<.01,Charitable Disbursements,0.596,Compensation of Officers,0.009,"4,318,845,356","530,501,706","3,788,343,650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Central Valley Community Foundation,770478025,RFA Community News Funds,https://centralvalleycf.org,,,,,,,,,,,,,,,,,,,,,,,,,,E,770478025.0,202212.0,3.0,Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,54.0,0.0,Y,30.0,Y,N,N,N,N,N,N,N,N,Y,Y,N,0.0,N,N,N,N,N,N,N,0.0,0.0,0.0,0.0,N,0.0, ,0.0,0.0,N,N,1310820.0,0.0,57459.0,10.0,9.0,21966444.0,561000,1162228.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,1162228.0,3306787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,0.0,26435459.0,6124375.0,484763.0,93735.0,0.0,745484.0,0.0,1544413.0,62934.0,139897.0,166618.0,0.0,75145.0,34202.0,0.0,0.0,333614.0,126004.0,175272.0,126822.0,0.0,0.0,452485.0,87339.0,0.0,62881.0,59.0,0.0,73143.0,61494.0,2251625.0,821009.0,341318.0,109400.0,0.0,200230.0,14694261.0,18398474.0,0.0,7406537.0,0.0,0.0,0.0,148892.0,0.0,497335.0,494052.0,75378515.0,0.0,0.0,0.0,678348.0,103002153.0,7638981.0,735530.0,0.0,0.0,2499948.0,0.0,0.0,0.0,11568113.0,22442572.0,34733886.0,45825695.0,0.0,0.0,0.0,0.0,80559581.0,103002153.0,7,0.0,0.0,97524219.0,0.0,0.0,97524219.0,0.0,97524219.0,97524219.0,13704651.0,0.0,2500.0,111231370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Sombrita Fund at the Central Valley Community Foundation,,RFA Community News Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonfils Stanton Foundation,846029014,RFA Community News Funds,https://www.bonfils-stantonfoundation.org,,,,,,2023.0,"1,322,333","5,310,484","-3,988,151",Dividends,0.674,Other Income,0.294,Sales of Assets,0.032,,,Charitable Disbursements,0.92,Compensation of Officers,0.081,"72,417,964","206,781","72,211,183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bohemian Foundation,841605993,RFA Community News Funds,https://bohemianfoundation.org,,,,,,2022.0,"967,412","23,354,084","-22,386,672",Dividends,0.851,Interest Revenue,0.121,Other Income,0.027,Contributions Received,<.01,Charitable Disbursements,0.998,Compensation of Officers,0.006,"98,190,476","667,284","97,523,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Colorado Health Foundation,742568941,RFA Community News Funds,https://coloradohealth.org,,,,,,2022.0,"99,986,799","154,734,885","-54,748,086",Sales of Assetts,0.851,Dividends,0.126,Other Income,0.022,Contributions Received,0.001,Charitable Disbursements,0.814,Compensation of Officers,0.019,"2,822,318,238","135,833,653","2,686,484,585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Colorado Trust,841608608,RFA Community News Funds,https://www.coloradotrust.org,,,,,,,,,,,,,,,,,,,,,,,,,,E,841608608.0,202212.0,3.0,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7.0,0.0,N,43.0,Y,N,N,N,N,N,N,N,N,N,N,N,0.0,N,N,N,N,N,N,N,0.0,0.0,0.0,0.0,N,0.0, ,0.0,0.0,N,N,109022.0,0.0,0.0,1.0,1.0,374442.0,      ,817000.0,      ,165832.0,      ,0.0,      ,0.0,      ,0.0,0.0,982832.0,2132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307774.0,402790.0,904984.0,0.0,0.0,0.0,0.0,0.0,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,0.0,2264390.0,0.0,0.0,0.0,0.0,109022.0,0.0,494129.0,0.0,37197.0,51214.0,0.0,116543.0,0.0,0.0,0.0,0.0,71605.0,20377.0,20314.0,0.0,0.0,0.0,750.0,0.0,0.0,28926.0,0.0,183140.0,38305.0,122568.0,94046.0,57998.0,27042.0,0.0,48375.0,1521551.0,339036.0,65931.0,118706.0,0.0,0.0,0.0,0.0,41804.0,79794.0,5249285.0,0.0,0.0,0.0,0.0,9309.0,5903865.0,49569.0,0.0,139564.0,0.0,0.0,0.0,0.0,0.0,223539.0,412672.0,5322204.0,168989.0,0.0,0.0,0.0,0.0,5491193.0,5903865.0,7,0.0,0.0,1868124.0,0.0,0.0,1868124.0,0.0,1868124.0,1868124.0,22623.0,0.0,0.0,1890747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delta Dental of Colorado Foundation,841389431,RFA Community News Funds,https://deltadentalcofoundation.org,,,,,,2023.0,"-3,154,825","8,002,847","-11,157,672",,,,,,,,,Other Salaries and Wages,0.092,Executive Compensation,0.032,"31,109,130","374,206","30,734,924",,E,841389431.0,202212.0,3.0,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,10.0,0.0,Y,10.0,Y,N,N,N,N,N,N,N,N,N,N,N,0.0,N,N,N,N,N,N,N,0.0,0.0,0.0,0.0,N,0.0, ,0.0,0.0,N,N,681069.0,1383820.0,132228.0,4.0,0.0,0.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,0.0,786791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1919255.0,0.0,0.0,0.0,1919255.0,0.0,1919255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,0.0,2706046.0,4962107.0,0.0,0.0,0.0,296714.0,0.0,1050646.0,0.0,0.0,0.0,15000.0,8110.0,53784.0,0.0,0.0,43121.0,495272.0,195000.0,10600.0,24000.0,0.0,60000.0,67066.0,0.0,25339.0,0.0,0.0,0.0,0.0,158930.0,20679.0,0.0,0.0,0.0,0.0,7486368.0,0.0,1381441.0,0.0,0.0,0.0,0.0,0.0,0.0,99024.0,0.0,32011953.0,194743.0,2746175.0,0.0,0.0,36433336.0,94918.0,1049200.0,0.0,0.0,0.0,0.0,0.0,0.0,300918.0,1445036.0,29119944.0,5868356.0,0.0,0.0,0.0,0.0,34988300.0,36433336.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rose Community Foundation,840920862,RFA Community News Funds,https://rcfdenver.org,,,,,,2022.0,"37,727,275","32,039,447","5,687,828",Contributions,0.832,Investment Income,0.104,Sales of Assets,0.047,"Program Services, Royalties, Rental Property Income, Other Revenue",0.017,Other Salaries and Wages,0.056,Executive Compensation,0.024,"352,590,863","66,705,119","285,885,744",,E,840920862.0,202212.0,3.0,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,64.0,0.0,Y,30.0,Y,Y,Y,N,N,N,N,N,N,N,N,N,0.0,N,N,N,N,N,N,N,0.0,0.0,0.0,0.0,N,0.0, ,0.0,0.0,N,N,774258.0,0.0,57989.0,4.0,2.0,31371134.0,561000,600246.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,600246.0,3936230.0,0.0,1616.0,55001.0,0.0,0.0,0.0,55001.0,0.0,55001.0,103014000.0,0.0,101258132.0,0.0,1755868.0,0.0,1755868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900099,4000.0,900099,3180.0,      ,0.0,0.0,7180.0,37727275.0,25921127.0,0.0,0.0,0.0,774259.0,0.0,1797978.0,152885.0,278130.0,177707.0,0.0,187134.0,50464.0,0.0,0.0,821886.0,263691.0,0.0,101782.0,110489.0,0.0,413429.0,120006.0,0.0,0.0,0.0,0.0,107854.0,38485.0,312086.0,263380.0,121304.0,2064.0,0.0,23307.0,32039447.0,3534626.0,7545000.0,1753334.0,500000.0,0.0,0.0,1280526.0,0.0,43465.0,12014356.0,195978000.0,125758620.0,1000000.0,2465904.0,717032.0,352590863.0,41487.0,1148786.0,0.0,0.0,0.0,0.0,0.0,0.0,65514846.0,66705119.0,268619744.0,17266000.0,0.0,0.0,0.0,0.0,285885744.0,352590863.0,7,0.0,0.0,116913193.0,0.0,0.0,116913193.0,7445412.0,109467781.0,116913193.0,9444441.0,0.0,413983.0,126771617.0,2640978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
