amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Ethnic and racial groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Educational Ventures Inc,"Princeton, NJ United States",ISSUE ONE,"Washington, DC United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media justice; Open government; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Ewing Marion Kauffman Foundation,"Kansas City, MO United States",Beacon Media Inc,"Kansas City, MO United States",SUPPORT FOR THREE YEARS OF OPERATING FUNDS FOR THE BEACON FURTHER SUPPORTING ORGANIZATIONAL HEALTH AND PARTICIPATION IN THE KANSAS CITY MEDIA COLLABORATIVE. 202204-12229,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,PROGRAM AREA: Environmental Journalism,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: Program support; Publications; Public engagement and education,TRANSACTION TYPE: Cash grants,Grantham Foundation for the Protection of the Environment,"Boston, MA United States",Inside Climate News,"Brooklyn, NY United States",Inside Climate News,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,PROGRAM AREA: Journalism and Media,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Immigrants; Refugees and displaced people,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,John D. and Catherine T. MacArthur Foundation,"Chicago, IL United States",Reporters Without Borders Inc,"Washington, DC United States",in support of the organization’s JX Fund.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Academics; Women and girls; LGBTQ people,SUPPORT STRATEGY: Program support; Research and evaluation,TRANSACTION TYPE: Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States",Partnership on AI to Benefit People and Society,"San Francisco, CA United States",TO DEVELOP ETHICAL STANDARDS AND BEST PRACTICES FOR RESPONSIBLE USE OF ARTIFICIAL INTELLIGENCE (AI) IN JOURNALISM BY LOCAL NEWSROOMS AND TECHNOLOGY PLATFORMS AND EVALUATE THEIR ADOPTION BY THE INDUSTRY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults; Economically disadvantaged people; Immigrants and migrants; Ethnic and racial groups; Children and youth,SUPPORT STRATEGY: Publications; Program support,TRANSACTION TYPE: Cash grants,Jonathan Logan Family Foundation,"Berkeley, CA United States","The GroundTruth Project, Inc.","Boston, MA United States",REPORT FOR AMERICA GOS AND INVESTIGATIVE EDITING CORPS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Convening; Program support,TRANSACTION TYPE: Cash grants,Lumina Foundation for Education Inc,"Indianapolis, IN United States",American Academy of Arts & Sciences,"Cambridge, MA United States","To further integrate the Aspen Forum for the Future of Higher Education with the Academy, incorporating journalists' participation.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,"SUPPORT STRATEGY: Policy, advocacy and systems reform; Public engagement and education",TRANSACTION TYPE: Cash grants,Luminate Foundation Inc,"Washington, DC United States",Finance Uncovered,"London, United Kingdom",Support the investigation of illicit finance stories in investigative journalism.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Ethnic and racial groups; Low-income people; Students,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Moriah Fund Inc,"New York City, NY United States",Civic News Company,"New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,PROGRAM AREA: Human rights,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Myriad USA,"New York City, NY United States",Human Rights Network for Journalists,"Kampala, Uganda",to strengthen freedom of the press and improve working conditions for journalists in Uganda.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Public engagement and education,TRANSACTION TYPE: Cash grants,National Philanthropic Trust,"Jenkintown, PA United States",COUNCIL FOR THE ADVANCEMENT OF SCIENCE WRITING INC,"Seattle, WA United States","PUBLIC, SOCIETAL BENEFIT",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Novo Foundation,"Kingston, NY United States",Democracy Now Productions Inc,"New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 2 years,GRANT TITLE: Producing in-depth journalism that centers the recognition and protection of LGBTQ+ children and families,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; LGBTQ people; Immigrants and migrants; Incarcerated people; Economically disadvantaged people,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Robert Wood Johnson Foundation,"Princeton, NJ United States","Prism Reports, Inc","Oakland, CA United States",To support Prism's news coverage focused on recognition and protection of LGBTQ+ children and families.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 2 years,GRANT TITLE: Integrating health into the learning agenda and programmatic priorities of the Data Funders Collaborative,"SUBJECT:Media applications and tools; Geographic Information Systems; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Low-income people; Students,SUPPORT STRATEGY: Data and measurement systems; Program support; Research,TRANSACTION TYPE: Cash grants,Robert Wood Johnson Foundation,"Princeton, NJ United States",National Public Education Support Fund,"Washington, DC United States","To integrate health into the ongoing work of the Data Funders Collaborative (DFC) by supporting information gathering at the federal level on opportunities for combining health data with other data initiatives; covering membership fees for the Robert Wood Johnson Foundation, enabling the continuation of DFC programming; and supporting select projects investigating how to advance the collection, analysis, and use of health data by researchers, practitioners, and other data users.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Indigenous peoples; Multiracial people; Victims and oppressed people; Families; Economically disadvantaged people,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",Indij Public Media,"Phoenix, AZ United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Public engagement and education,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",EDUCATION WRITERS ASSOCIATION,"Washington, DC United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: People of African descent,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",Capital B News Inc,"New York City, NY United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; Public engagement and education,TRANSACTION TYPE: Cash grants,Stephen M Silberstein Foundation,"Belvedere Tiburon, CA United States",Democracy Now Productions Inc,"New York City, NY United States",SUPPORT PUBLIC RADIO JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Families,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Eugene Mcdermott Foundation,"Dallas, TX United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",For Art & Seek and Arts Journalism Alliance,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,PROGRAM AREA: Civic Engagement and Government,GRANT DURATION: 2 years,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: People of African descent,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Ford Foundation,"New York City, NY United States",Ponte Jornalismo,"Marília, Brazil",General support to broaden the debate on human rights through independent professional journalism and promote the voices of disadvantaged communities to improve democracy in Brazil,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,PROGRAM AREA: Creativity and Free Expression,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Ford Foundation,"New York City, NY United States","StoryCorps, Inc.","Brooklyn, NY United States","General support to media storytelling platform that records, preserves, and disseminates stories highlighting key social justice issues and the rich diversity of the United States",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,PROGRAM AREA: Creativity and Free Expression,GRANT DURATION: 2 years,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; LGBTQ people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Ford Foundation,"New York City, NY United States",Scalawag,"Durham, NC United States","General support to help the organization build capacity and deepen its reporting, journalism and storytelling which is driven by the needs of Southern, historically marginalized communities",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $200,000",FISCAL YEAR: 2022,PROGRAM AREA: Beyond Current Program Structure,GRANT DURATION: 2 years,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",POPULATION SERVED: Indigenous peoples; Multiracial people; People of African descent,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Ford Foundation,"New York City, NY United States",Transparency Brazil,"São Paulo, Brazil","To broaden transparency and access to public information by supporting journalists and CSOs' work with data gathered in the “Achados e Pedidos” platform, a repository of Freedom of Information requests, especially regarding socio-environmental information",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
